antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'mineral water'}),frozenset({'spaghetti'}),0.23826666666666665,0.17413333333333333,0.05973333333333333,0.2506994963626189,1.4396984860027884,1.0,0.018243164444444446,1.1021835200398307,0.40094099297341906,0.16937618147448014,0.09271007793342619,0.296865827813775
frozenset({'ground beef'}),frozenset({'chocolate'}),0.09826666666666667,0.16386666666666666,0.023066666666666666,0.23473541383989144,1.432478115377694,1.0,0.006964035555555553,1.0926068557919622,0.334809687871528,0.09648633575013943,0.084757710699918,0.18775013165550308
"frozenset({'mineral water', 'chocolate'})",frozenset({'eggs'}),0.05266666666666667,0.17973333333333333,0.013466666666666667,0.25569620253164554,1.422642076400105,1.0,0.004000711111111112,1.1020589569161,0.3135987068094565,0.06151035322777101,0.09260752909417126,0.1653110092776922
frozenset({'cake'}),frozenset({'mineral water'}),0.08106666666666666,0.23826666666666665,0.027466666666666667,0.33881578947368424,1.422002474008188,1.0,0.008151182222222223,1.1520742951907132,0.32294654277648494,0.09410689812699866,0.13200042377956098,0.22704639501664067
frozenset({'frozen smoothie'}),frozenset({'spaghetti'}),0.0632,0.17413333333333333,0.0156,0.24683544303797464,1.4175082869715236,1.0,0.004594773333333331,1.0965288515406162,0.31440729305801884,0.0703547805171377,0.08803129202208747,0.16821098338728746
frozenset({'burgers'}),frozenset({'spaghetti'}),0.0872,0.17413333333333333,0.021466666666666665,0.24617737003058102,1.413729154080672,1.0,0.006282239999999998,1.0955716024340771,0.32060794443144014,0.08949416342412451,0.08723446484167867,0.1847272761332078
frozenset({'herb & pepper'}),frozenset({'eggs'}),0.049466666666666666,0.17973333333333333,0.012533333333333334,0.2533692722371968,1.4096955057707536,1.0,0.003642524444444446,1.0986243080625753,0.3057514556963915,0.05784615384615385,0.08977073175861118,0.16155110496132838
frozenset({'grated cheese'}),frozenset({'mineral water'}),0.0524,0.23826666666666665,0.017466666666666665,0.3333333333333333,1.3989927252378287,1.0,0.0049814933333333315,1.1425999999999998,0.3009708737864077,0.063933626159102,0.12480308069315595,0.20332027606789776
frozenset({'whole wheat rice'}),frozenset({'spaghetti'}),0.05853333333333333,0.17413333333333333,0.014133333333333333,0.24145785876993164,1.3866262946205876,1.0,0.003940728888888889,1.088755155155155,0.29616041343227345,0.06467358145210494,0.0815198483652708,0.1613108589408617
frozenset({'shrimp'}),frozenset({'mineral water'}),0.07133333333333333,0.23826666666666665,0.023466666666666667,0.32897196261682243,1.3806881475244368,1.0,0.006470311111111113,1.1351736304549676,0.2969025321412257,0.08201304753028892,0.11907749337058783,0.2137305252367828
"frozenset({'mineral water', 'ground beef'})",frozenset({'eggs'}),0.040933333333333335,0.17973333333333333,0.010133333333333333,0.24755700325732896,1.3773572139688184,1.0,0.002776248888888888,1.090137950937951,0.2856651569142514,0.04813172894236858,0.08268490319082693,0.15196841260789296
frozenset({'chocolate'}),frozenset({'spaghetti'}),0.16386666666666666,0.17413333333333333,0.0392,0.23921887713588283,1.3737684368446563,1.0,0.01066535111111111,1.085550944741533,0.32539700619523837,0.1311914323962517,0.07880877922491464,0.23216686582674692
frozenset({'spaghetti'}),frozenset({'chocolate'}),0.17413333333333333,0.16386666666666666,0.0392,0.225114854517611,1.3737684368446563,1.0,0.01066535111111111,1.0790416337285904,0.3294421417259186,0.1311914323962517,0.07325169971010725,0.23216686582674692
frozenset({'escalope'}),frozenset({'chocolate'}),0.07933333333333334,0.16386666666666666,0.0176,0.2218487394957983,1.353836896841731,1.0,0.0045999111111111116,1.0745125989920807,0.28387970947710267,0.07801418439716312,0.06934548656011598,0.1646265666559545
frozenset({'mineral water'}),frozenset({'chocolate'}),0.23826666666666665,0.16386666666666666,0.05266666666666667,0.22104085058757697,1.3489067367020564,1.0,0.013622702222222227,1.0733981800766283,0.3395662125244004,0.15070583746661578,0.06837926637008887,0.2712201811928935
frozenset({'chocolate'}),frozenset({'mineral water'}),0.16386666666666666,0.23826666666666665,0.05266666666666667,0.32139951179820997,1.3489067367020564,1.0,0.013622702222222227,1.1225063149480419,0.30935126329961715,0.15070583746661578,0.1091364149285095,0.2712201811928935
frozenset({'frozen smoothie'}),frozenset({'french fries'}),0.0632,0.17093333333333333,0.014533333333333334,0.229957805907173,1.3453069768360355,1.0,0.003730346666666667,1.0766509589041096,0.2739914916287342,0.06618093503339406,0.07119387975294267,0.15749060342160523
frozenset({'frozen smoothie'}),frozenset({'mineral water'}),0.0632,0.23826666666666665,0.020133333333333333,0.3185654008438818,1.3370120348791905,1.0,0.005074879999999999,1.1178377708978329,0.26906871921321557,0.07156398104265403,0.10541580716420682,0.20153228072412332
frozenset({'chicken'}),frozenset({'eggs'}),0.06,0.17973333333333333,0.0144,0.24,1.3353115727002967,1.0,0.003616000000000001,1.0792982456140352,0.26713947990543746,0.06390532544378698,0.07347204161248373,0.1600593471810089
"frozenset({'mineral water', 'spaghetti'})",frozenset({'eggs'}),0.05973333333333333,0.17973333333333333,0.014266666666666667,0.23883928571428573,1.3288535926239933,1.0,0.0035305955555555556,1.077652394916911,0.2631930492310791,0.06335109532267615,0.0720569965632547,0.15910807015684614
frozenset({'honey'}),frozenset({'mineral water'}),0.04733333333333333,0.23826666666666665,0.014933333333333333,0.3154929577464789,1.324117058253269,1.0,0.0036553777777777793,1.1128203017832647,0.25694166749975017,0.05517241379310346,0.10138231806381792,0.18908391591856683
frozenset({'milk'}),frozenset({'eggs'}),0.1296,0.17973333333333333,0.0308,0.23765432098765435,1.3222606879876913,1.0,0.007506560000000002,1.0759773279352227,0.2800085943468297,0.1105792245093346,0.07061238741992971,0.20450965307542956
frozenset({'low fat yogurt'}),frozenset({'mineral water'}),0.0764,0.23826666666666665,0.023866666666666668,0.31239092495637,1.3110978943328344,1.0,0.005663093333333338,1.1078000000000001,0.25690823617082553,0.08207244383310408,0.09730998375157973,0.20627940204169928
frozenset({'cake'}),frozenset({'eggs'}),0.08106666666666666,0.17973333333333333,0.019066666666666666,0.23519736842105263,1.3085906996720287,1.0,0.0044962844444444445,1.0725207168458781,0.2566226576673472,0.07887479316050745,0.06761707788652385,0.17064022723723254
frozenset({'fresh bread'}),frozenset({'mineral water'}),0.04306666666666667,0.23826666666666665,0.013333333333333334,0.30959752321981426,1.2993740482085099,1.0,0.0030719822222222224,1.1033177877429,0.24076773024940784,0.04975124378109453,0.09364281886024979,0.1827786161146637
frozenset({'cake'}),frozenset({'french fries'}),0.08106666666666666,0.17093333333333333,0.017866666666666666,0.22039473684210528,1.2893607849577142,1.0,0.004009671111111113,1.0634441631504923,0.2442199911643178,0.07630979498861047,0.059659139002217705,0.16245945890467198
frozenset({'turkey'}),frozenset({'mineral water'}),0.06253333333333333,0.23826666666666665,0.0192,0.30703624733475476,1.288624429216934,1.0,0.0043003911111111105,1.099239794871795,0.2389191121857172,0.06818181818181819,0.09028038771410131,0.19380911415422686
frozenset({'cake'}),frozenset({'spaghetti'}),0.08106666666666666,0.17413333333333333,0.018133333333333335,0.22368421052631582,1.2845571048601598,1.0,0.004016924444444446,1.0638282485875705,0.24106380799563015,0.07649043869516312,0.05999864045001108,0.1639094865801564
frozenset({'cooking oil'}),frozenset({'eggs'}),0.05106666666666667,0.17973333333333333,0.011733333333333333,0.22976501305483027,1.2783661705572902,1.0,0.0025549511111111114,1.064956384180791,0.22946977148185527,0.05356055995130858,0.06099440798296928,0.14752345608231127
frozenset({'pancakes'}),frozenset({'chocolate'}),0.09506666666666666,0.16386666666666666,0.019866666666666668,0.20897615708274897,1.2752816746302826,1.0,0.004288408888888892,1.0570267139479907,0.23853636492188496,0.08310094813162298,0.05395011610917195,0.16510646747546726
frozenset({'grated cheese'}),frozenset({'chocolate'}),0.0524,0.16386666666666666,0.010933333333333333,0.20865139949109412,1.2732998341604604,1.0,0.00234672,1.0565929260450162,0.2265080460006795,0.053246753246753244,0.053561712036869075,0.13768615540055112
frozenset({'pancakes'}),frozenset({'eggs'}),0.09506666666666666,0.17973333333333333,0.021733333333333334,0.2286115007012623,1.2719482605782397,1.0,0.004646684444444445,1.063363878787879,0.2362654696229981,0.08587987355110643,0.05958814292254019,0.17476569100345013
frozenset({'frozen vegetables'}),frozenset({'eggs'}),0.09533333333333334,0.17973333333333333,0.021733333333333334,0.22797202797202795,1.2683903633458529,1.0,0.004598755555555556,1.0624830917874397,0.23389740088882463,0.08578947368421053,0.05880855165640599,0.17444595463883297
frozenset({'green tea'}),frozenset({'french fries'}),0.132,0.17093333333333333,0.028533333333333334,0.21616161616161617,1.26459603838699,1.0,0.005970133333333336,1.057701030927835,0.24105258624402437,0.10398445092322645,0.05455325204440677,0.19154414661434943
frozenset({'whole wheat rice'}),frozenset({'chocolate'}),0.05853333333333333,0.16386666666666666,0.012,0.2050113895216401,1.2510865918733123,1.0,0.002408337777777778,1.0517551098376314,0.21317251254937136,0.0570342205323194,0.04920832744575041,0.13912082901631234
frozenset({'tomatoes'}),frozenset({'chocolate'}),0.0684,0.16386666666666666,0.014,0.2046783625730994,1.24905428746806,1.0,0.0027915200000000005,1.051314705882353,0.21403422682941792,0.06414172266340867,0.04881003337557735,0.14505683791795734
frozenset({'pancakes'}),frozenset({'french fries'}),0.09506666666666666,0.17093333333333333,0.020133333333333333,0.21178120617110802,1.2389696148855773,1.0,0.003883271111111114,1.0518230130486357,0.21314023595947468,0.0818872017353579,0.04926970831188649,0.16478295877978177
frozenset({'chocolate'}),frozenset({'french fries'}),0.16386666666666666,0.17093333333333333,0.0344,0.20992676973148902,1.2281207277583213,1.0,0.006389724444444446,1.049354205286646,0.22215093719211979,0.11451398135818908,0.04703293229111736,0.20558740982674295
frozenset({'french fries'}),frozenset({'chocolate'}),0.17093333333333333,0.16386666666666666,0.0344,0.20124804992199688,1.228120727758321,1.0,0.006389724444444446,1.0467997395833333,0.2240444720379195,0.11451398135818908,0.044707442898258114,0.20558740982674295
frozenset({'soup'}),frozenset({'chocolate'}),0.05053333333333333,0.16386666666666666,0.010133333333333333,0.20052770448548812,1.223724803613638,1.0,0.0018526044444444438,1.0458565456545654,0.1925531600381377,0.04960835509138381,0.04384592308103348,0.13118329894738198
frozenset({'low fat yogurt'}),frozenset({'eggs'}),0.0764,0.17973333333333333,0.0168,0.2198952879581152,1.2234530116363975,1.0,0.003068373333333334,1.051482774049217,0.19774931771467075,0.0701949860724234,0.048962070820198954,0.156683549023568
frozenset({'escalope'}),frozenset({'french fries'}),0.07933333333333334,0.17093333333333333,0.0164,0.20672268907563027,1.2093761061366826,1.0,0.00283928888888889,1.0451158192090395,0.18804566032626302,0.07012542759407071,0.04316824832216582,0.1513332634145702
frozenset({'mineral water'}),frozenset({'eggs'}),0.23826666666666665,0.17973333333333333,0.05093333333333333,0.21376608841634023,1.1893513821383916,1.0,0.00810887111111111,1.0432857888493476,0.20900435582299207,0.1387577188521613,0.04148986721757994,0.24857443886692382
frozenset({'eggs'}),frozenset({'mineral water'}),0.17973333333333333,0.23826666666666665,0.05093333333333333,0.28338278931750743,1.1893513821383916,1.0,0.00810887111111111,1.0629570738440304,0.19409003329271032,0.1387577188521613,0.05922823733262836,0.24857443886692382
frozenset({'eggs'}),frozenset({'french fries'}),0.17973333333333333,0.17093333333333333,0.0364,0.20252225519287836,1.1848025849817378,1.0,0.005677582222222227,1.03961103875969,0.19015466544725337,0.11582520152736529,0.03810178738285426,0.20773538656679802
frozenset({'french fries'}),frozenset({'eggs'}),0.17093333333333333,0.17973333333333333,0.0364,0.21294851794071765,1.1848025849817376,1.0,0.005677582222222227,1.0422020482325736,0.18813629813951477,0.11582520152736529,0.040493154186505585,0.20773538656679802
frozenset({'burgers'}),frozenset({'mineral water'}),0.0872,0.23826666666666665,0.0244,0.27981651376146793,1.1743838014611134,1.0,0.0036231466666666705,1.0576934182590234,0.16267486578257992,0.08104517271922054,0.05454644726256075,0.1911113906244385
frozenset({'eggs'}),frozenset({'spaghetti'}),0.17973333333333333,0.17413333333333333,0.036533333333333334,0.20326409495548964,1.1672899786877275,1.0,0.005235768888888888,1.0365626319056487,0.17471737871726475,0.11512605042016806,0.03527295966518765,0.20653250689581526
frozenset({'spaghetti'}),frozenset({'eggs'}),0.17413333333333333,0.17973333333333333,0.036533333333333334,0.20980091883614088,1.1672899786877275,1.0,0.005235768888888888,1.0380506459948322,0.17353266287836824,0.11512605042016806,0.03665586659152416,0.20653250689581526
frozenset({'green tea'}),frozenset({'spaghetti'}),0.132,0.17413333333333333,0.026533333333333332,0.201010101010101,1.1543459093229385,1.0,0.0035477333333333305,1.033638432364096,0.15404209990042367,0.094897472579876,0.032543712879521715,0.17669188052036444
frozenset({'ground beef'}),frozenset({'eggs'}),0.09826666666666667,0.17973333333333333,0.02,0.20352781546811397,1.1323876973374294,1.0,0.0023382044444444465,1.029874843838728,0.12965054955887437,0.07751937984496124,0.02900822757003491,0.15740188992990267
frozenset({'chocolate'}),frozenset({'eggs'}),0.16386666666666666,0.17973333333333333,0.0332,0.20260374288039057,1.127246343919087,1.0,0.003747697777777781,1.0286813605442178,0.13500533788798963,0.10695876288659793,0.027881676138317508,0.19366092188529915
